agency,borough,complaint_type,latitude,longitude
HPD,QUEENS,HEAT/HOT WATER,40.74471237366268,-73.92217465647268
HPD,BROOKLYN,PLUMBING,40.58032915533745,-73.95635732002134
HPD,QUEENS,UNSANITARY CONDITION,40.69542507617538,-73.78901879918203
DOT,MANHATTAN,Sidewalk Condition,40.749281641012466,-73.97682944978946
DOB,QUEENS,General Construction/Plumbing,40.69062061525443,-73.80880905444148
DOB,BRONX,Plumbing,40.811786766449906,-73.85523223142911
DEP,QUEENS,Noise,40.674858193746466,-73.79495296906998
DEP,BROOKLYN,Water System,40.702193318455045,-73.94059977659579
DOT,BROOKLYN,Street Condition,40.576317883289754,-73.98360663024644
DOT,BROOKLYN,Street Condition,40.587808926322296,-73.92485618499188
DOHMH,MANHATTAN,Smoking,40.80036621567341,-73.93825835340147
DSNY,BROOKLYN,Missed Collection (All Materials),40.674169193395,-73.880550063537
NYPD,BROOKLYN,Blocked Driveway,40.70366226348286,-73.98402975310971
NYPD,BROOKLYN,Noise - Residential,40.67556404776001,-73.87085696442264
NYPD,QUEENS,Blocked Driveway,40.74255225430386,-73.8945737945337
NYPD,BRONX,Non-Emergency Police Matter,40.84237755161368,-73.88531510513788
DSNY,STATEN ISLAND,Derelict Vehicles,40.617467740674755,-74.08512591147895
HPD,BROOKLYN,ELECTRIC,40.65595860808339,-73.95490586001881
DOHMH,QUEENS,Rodent,40.60719089122036,-73.75056763912686
HPD,MANHATTAN,PLUMBING,40.80321917479199,-73.96826818883952
HPD,MANHATTAN,UNSANITARY CONDITION,40.80321917479199,-73.96826818883952
TLC,QUEENS,For Hire Vehicle Complaint,40.75459369404352,-73.86576246423398
DOT,QUEENS,Street Sign - Missing,40.726464685086064,-73.8226038198205
NYPD,BROOKLYN,Illegal Parking,40.70993554934729,-73.95750966126214
DOHMH,MANHATTAN,Mobile Food Vendor,40.822386000642254,-73.95339120350769
DOB,BRONX,Plumbing,40.85173630411328,-73.90575806722683
DOB,QUEENS,General Construction/Plumbing,40.76010803589321,-73.82317479442206
DOHMH,QUEENS,Food Establishment,40.57890383720071,-73.83666824693822
DSNY,STATEN ISLAND,Derelict Vehicles,40.58517579665809,-74.09486303770522
DEP,BROOKLYN,Noise,40.60983924508472,-73.95140025951007
DEP,QUEENS,Sewer,40.790378912960726,-73.7945032870833
DOT,STATEN ISLAND,Sidewalk Condition,40.624372799890224,-74.15028716178631
DOT,MANHATTAN,Street Condition,40.76960518708344,-73.95420073022653
DCA,QUEENS,Consumer Complaint,40.757771216555376,-73.86267347563313
NYPD,BRONX,Abandoned Vehicle,40.81228886225514,-73.86178790190347
NYPD,QUEENS,Illegal Parking,40.68804212111862,-73.83274462160122
NYPD,QUEENS,Blocked Driveway,40.75800179074419,-73.92969596095678
DOT,BRONX,Street Light Condition,40.86549005488803,-73.86446121304567
DOT,BRONX,Street Light Condition,40.86216303428419,-73.86643468978295
DEP,STATEN ISLAND,Water System,40.629162304486094,-74.12007549767266
DOT,BRONX,Street Light Condition,40.85889641441193,-73.87088417401678
DOT,BROOKLYN,Street Light Condition,40.700709858825306,-73.99422600884569
DOT,BRONX,Street Light Condition,40.876273938666465,-73.86919067688132
DSNY,MANHATTAN,Missed Collection (All Materials),40.76514763417114,-73.98510883368297
HPD,QUEENS,HEAT/HOT WATER,40.76326422885767,-73.7743138117808
HPD,MANHATTAN,UNSANITARY CONDITION,40.80321917479199,-73.96826818883952
NYPD,BROOKLYN,Illegal Parking,40.674914333718036,-73.99146673895777
DEP,BROOKLYN,Noise,40.59777115244025,-73.95327792652625
DEP,BROOKLYN,Water System,40.587229872144924,-73.95030060099624
DOT,BRONX,Street Light Condition,40.87059257446193,-73.86932840302947
DOT,BRONX,Street Light Condition,40.87561648264123,-73.87031654052761
DOT,QUEENS,Street Condition,40.756319455557325,-73.83367769187286
DOHMH,QUEENS,Food Establishment,40.58489662441399,-73.81893679404803
DOT,BRONX,Street Light Condition,40.872330682152075,-73.86517766149615
DOT,QUEENS,Street Condition,40.69297128331289,-73.78023854020637
DPR,BROOKLYN,Root/Sewer/Sidewalk Condition,40.65762853136637,-73.92536862190777
DOHMH,BRONX,Rodent,40.86152416946,-73.83899286622518
DSNY,BRONX,Dirty Conditions,40.84237755161368,-73.88531510513788
HPD,MANHATTAN,UNSANITARY CONDITION,40.80321917479199,-73.96826818883952
HPD,MANHATTAN,FLOORING/STAIRS,40.80321917479199,-73.96826818883952
NYPD,BROOKLYN,Illegal Parking,40.647016931468784,-73.89664546490287
DEP,QUEENS,Water System,40.746288877496426,-73.85509666933935
DEP,QUEENS,Water System,40.746288877496426,-73.85509666933935
DOT,QUEENS,Street Sign - Dangling,40.685354579331815,-73.84217296821502
NYPD,BRONX,Illegal Parking,40.90437881506252,-73.85480987570905
NYPD,MANHATTAN,Noise - Residential,40.769346953422435,-73.95363049497793
NYPD,BROOKLYN,Illegal Parking,40.66161002564885,-73.90186362131324
DPR,QUEENS,Animal in a Park,40.687856720013535,-73.88807608561972
NYPD,QUEENS,Blocked Driveway,40.73917131073744,-73.93656490250245
TLC,MANHATTAN,For Hire Vehicle Complaint,40.745081931314814,-73.97564719365066
DPR,MANHATTAN,Maintenance or Facility,40.789294508546064,-73.93926172562855
DOT,QUEENS,Street Sign - Damaged,40.68582444236989,-73.84054929505184
DPR,QUEENS,Illegal Tree Damage,40.754910172487655,-73.72661449635561
DSNY,QUEENS,Dirty Conditions,40.68472297581854,-73.79040477360282
DOT,STATEN ISLAND,Street Condition,40.55356241880709,-74.15022864707872
DOT,QUEENS,Street Condition,40.69297128331289,-73.78023854020637
HPD,BRONX,APPLIANCE,40.85535931674777,-73.89616989110819
DPR,QUEENS,Dead/Dying Tree,40.73292148894254,-73.75317843937756
HPD,MANHATTAN,DOOR/WINDOW,40.80321917479199,-73.96826818883952
NYPD,BROOKLYN,Illegal Parking,40.63551865050891,-73.9560762248134
NYPD,BROOKLYN,Illegal Parking,40.62591748881275,-73.99675779597524
DOT,BROOKLYN,Street Condition,40.67707946295033,-73.98631100796149
NYPD,QUEENS,Illegal Parking,40.73917131073744,-73.93656490250245
DOB,BROOKLYN,General Construction/Plumbing,40.703396353951646,-73.98664102113112
DSNY,BROOKLYN,Derelict Vehicles,40.575102659589476,-73.98988481977605
DEP,MANHATTAN,Hazardous Materials,40.80929274962784,-73.94503772510882
NYPD,QUEENS,Blocked Driveway,40.67911462710597,-73.84339552083605
NYPD,MANHATTAN,Illegal Parking,40.72349577016561,-73.9830509149525
NYPD,BROOKLYN,Illegal Parking,40.64165805322425,-74.01389431992462
NYPD,BROOKLYN,Blocked Driveway,40.616799004437006,-73.97339954855741
NYPD,MANHATTAN,Illegal Parking,40.72175524194376,-73.98081101977402
NYPD,BROOKLYN,Abandoned Vehicle,40.58964548111593,-73.94469643636046
DEP,MANHATTAN,Water System,40.728495211462935,-73.99860009827039
DEP,STATEN ISLAND,Sewer,40.63871901176776,-74.1686883104083
DSNY,QUEENS,Missed Collection (All Materials),40.654484569035354,-73.7385588605527
NYPD,BROOKLYN,Illegal Parking,40.693729525146644,-73.98890038466006
DOHMH,BROOKLYN,Rodent,40.679954063087905,-73.97490303345936
HPD,MANHATTAN,UNSANITARY CONDITION,40.7250280218721,-73.98853799891958
DOT,QUEENS,Street Condition,40.755716945719335,-73.78921765854659
NYPD,MANHATTAN,Noise - Residential,40.769346953422435,-73.95363049497793
DEP,MANHATTAN,Water System,40.76131621193768,-73.96216236834249
NYPD,QUEENS,Blocked Driveway,40.71503069369647,-73.73688928103034
DPR,MANHATTAN,Dead/Dying Tree,40.728772428667924,-73.99836196384234
NYPD,BROOKLYN,Noise - Residential,40.69899401320711,-73.91977567434054
DEP,MANHATTAN,Water System,40.78722638065172,-73.95416333061578
DEP,MANHATTAN,Air Quality,40.78898920587471,-73.97406384103728
TLC,MANHATTAN,For Hire Vehicle Complaint,40.8255547499517,-73.95685048450109
NYPD,QUEENS,Illegal Parking,40.73802674145398,-73.9365515581557
DHS,MANHATTAN,Homeless Person Assistance,40.71022035176653,-74.00774423969352
NYPD,BROOKLYN,Noise - Residential,40.60683753002636,-73.98522697770755
DPR,BROOKLYN,Illegal Tree Damage,40.6184569485849,-74.00748145012199
NYPD,BROOKLYN,Abandoned Vehicle,40.58978272282626,-73.94469992320252
NYPD,BROOKLYN,Blocked Driveway,40.61949959980849,-73.92796154316902
NYPD,MANHATTAN,Noise - Residential,40.769346953422435,-73.95363049497793
NYPD,BROOKLYN,Illegal Parking,40.67818605563689,-73.99082818711588
HPD,MANHATTAN,WATER LEAK,40.73622169024869,-73.99822826944903
DOT,QUEENS,Street Condition,40.770052422744634,-73.83628970924966
HPD,MANHATTAN,HEAT/HOT WATER,40.719469650571455,-73.98637445148557
HPD,BRONX,DOOR/WINDOW,40.82747943696038,-73.89412487173018
DOB,BROOKLYN,Plumbing,40.682985232840885,-73.95905197365516
DEP,BRONX,Sewer,40.84237755161368,-73.88531510513788
HPD,MANHATTAN,FLOORING/STAIRS,40.80321917479199,-73.96826818883952
DPR,MANHATTAN,New Tree Request,40.790361866004154,-73.97540672738832
DPR,MANHATTAN,New Tree Request,40.728772428667924,-73.99836196384234
NYPD,BRONX,Illegal Parking,40.872205653481004,-73.90499866556574
DSNY,BROOKLYN,Derelict Vehicles,40.69469840240721,-73.94846068342325
DEP,QUEENS,Sewer,40.72951414244773,-73.77827430858538
DSNY,BROOKLYN,Derelict Vehicles,40.67345220237954,-73.93441032443832
NYPD,MANHATTAN,Noise - Residential,40.769346953422435,-73.95363049497793
DOT,BROOKLYN,Street Condition,40.7144568064812,-73.93528981915223
DOT,QUEENS,Sidewalk Condition,40.689954811536715,-73.81799883975017
NYPD,BROOKLYN,Abandoned Vehicle,40.58990076999092,-73.94474303152644
DOHMH,QUEENS,Rodent,40.69411755225686,-73.74761355678996
DOT,BROOKLYN,Street Condition,40.57820443571884,-73.99173828587871
NYPD,MANHATTAN,Vending,40.75372405621847,-73.98547232344437
DOB,STATEN ISLAND,Special Projects Inspection Team (SPIT),40.58229088205099,-74.16905699863874
DPR,BROOKLYN,Maintenance or Facility,40.68521823120146,-73.92009151697178
HPD,BROOKLYN,DOOR/WINDOW,40.578830077932174,-73.95527832668657
HPD,BRONX,WATER LEAK,40.863681665906526,-73.89361170439149
NYPD,BROOKLYN,Illegal Parking,40.68194515271866,-73.9683511346412
DPR,QUEENS,Damaged Tree,40.77344626881904,-73.89977084319231
NYPD,BROOKLYN,Illegal Parking,40.58546532232637,-73.96643831188857
DOHMH,MANHATTAN,Indoor Air Quality,40.789772626160186,-73.97993553411199
DEP,BROOKLYN,Lead,40.713004351047246,-73.94492594418674
DEP,MANHATTAN,Air Quality,40.75061953179695,-73.9701158862497
DPR,QUEENS,Maintenance or Facility,40.69865752982351,-73.74270609878525
DSNY,QUEENS,Missed Collection (All Materials),40.67629211693062,-73.82026051988298
NYPD,QUEENS,Blocked Driveway,40.74856755795748,-73.93834245096355
DOT,QUEENS,Street Condition,40.6931280221646,-73.73005921944838
DOT,BROOKLYN,Sidewalk Condition,40.67977048212795,-73.97641014225353
DOB,BROOKLYN,General Construction/Plumbing,40.70253513253691,-73.99431601548454
DOB,QUEENS,General Construction/Plumbing,40.707774781434296,-73.75616427370845
HPD,BROOKLYN,DOOR/WINDOW,40.70219899782088,-73.92246232054316
HPD,MANHATTAN,PAINT/PLASTER,40.80321917479199,-73.96826818883952
NYPD,MANHATTAN,Illegal Parking,40.771864663898135,-73.95562165197481
DEP,STATEN ISLAND,Sewer,40.59296620917903,-74.08708944954735
DEP,BRONX,Water System,40.847556943055686,-73.91023506807123
DEP,BROOKLYN,Sewer,40.615389260130314,-73.95149707147921
NYPD,BROOKLYN,Illegal Parking,40.69375182760021,-73.92023995858511
DOHMH,QUEENS,Beach/Pool/Sauna Complaint,40.789812984413146,-73.79421612771634
DHS,BROOKLYN,Homeless Person Assistance,40.64309581619877,-74.01758087339232
TLC,MANHATTAN,For Hire Vehicle Complaint,40.771864663898135,-73.95562165197481
DOT,BROOKLYN,Curb Condition,40.57830592805146,-73.99087430190446
NYPD,BROOKLYN,Illegal Parking,40.68955713508001,-73.95420883656688
DSNY,BRONX,Missed Collection (All Materials),40.83870380248861,-73.8812918569185
NYPD,BROOKLYN,Illegal Parking,40.64283319926611,-73.95527867003256
NYPD,QUEENS,Illegal Parking,40.7446716174575,-73.95344196346748
DOB,QUEENS,Building/Use,40.702440328049825,-73.78001256938241
DOB,QUEENS,Building/Use,40.70381789908498,-73.78714922919599
HPD,BROOKLYN,GENERAL,40.68749330986512,-73.92363687513941
HPD,BRONX,PAINT/PLASTER,40.866204112869774,-73.89074783348619
HPD,BROOKLYN,PLUMBING,40.685022237661215,-73.98197179008137
DOT,QUEENS,Street Condition,40.67750006331254,-73.82759393289855
NYPD,QUEENS,Abandoned Vehicle,40.69920699534047,-73.82299010741957
DPR,BROOKLYN,Overgrown Tree/Branches,40.6801870988704,-73.88186246023103
DOT,STATEN ISLAND,Sidewalk Condition,40.63791145317901,-74.14497065030602
NYPD,BRONX,Illegal Parking,40.87469664831543,-73.90356681432979
DOT,BROOKLYN,Street Sign - Missing,40.68584086787707,-73.92774925126334
DOT,QUEENS,Street Condition,40.729478384009774,-73.8627462134384
NYPD,BRONX,Illegal Parking,40.89013162162973,-73.8989981446188
DSNY,QUEENS,Missed Collection (All Materials),40.67629211693062,-73.82026051988298
NYPD,BROOKLYN,Illegal Parking,40.60253443803092,-73.99320095846741
NYPD,STATEN ISLAND,Illegal Parking,40.618764662165155,-74.13754842966702
DOT,QUEENS,Sidewalk Condition,40.75579282322745,-73.90063119483979
DPR,BRONX,Damaged Tree,40.894587535999,-73.91054410868766
DEP,MANHATTAN,Water System,40.72955189992351,-73.99657235120627
DOT,MANHATTAN,Sidewalk Condition,40.73469009019962,-74.00308512179608
DOT,QUEENS,Street Condition,40.7089933112861,-73.73025827902069
DOT,QUEENS,Street Condition,40.68074618848947,-73.84223795606046
DOB,MANHATTAN,Building/Use,40.79309274170204,-73.9747989873763
DPR,STATEN ISLAND,Overgrown Tree/Branches,40.58649424584675,-74.09371280674543
HPD,BRONX,UNSANITARY CONDITION,40.828577785278476,-73.86558791103944
HPD,BRONX,APPLIANCE,40.82072678628365,-73.89954065916743
DOHMH,BRONX,Rodent,40.83443909729724,-73.88734164365059
DSNY,BROOKLYN,Missed Collection (All Materials),40.61246504537765,-73.96363340221866
DEP,QUEENS,Water System,40.70367445358465,-73.82232183337992
NYPD,QUEENS,Non-Emergency Police Matter,40.72864363956296,-73.79586265962533
DOHMH,BRONX,Rodent,40.83443909729724,-73.88734164365059
DHS,MANHATTAN,Homeless Person Assistance,40.77949776479802,-73.95558406794518
DPR,BROOKLYN,Maintenance or Facility,40.598389995130134,-74.00019445204099
NYPD,BROOKLYN,Blocked Driveway,40.65413284466568,-73.93644754339313
NYPD,BROOKLYN,Illegal Parking,40.65104002912096,-74.0110961169427
DSNY,QUEENS,Missed Collection (All Materials),40.764896638563144,-73.81214805052043
DSNY,BROOKLYN,Recycling Enforcement,40.602237288140955,-73.95414628474424
DOB,BROOKLYN,General Construction/Plumbing,40.70376144287281,-73.98694751369099
DOB,QUEENS,Building/Use,40.713078025858366,-73.79124626094924
DPR,BROOKLYN,Overgrown Tree/Branches,40.69207535164617,-73.91717323684003
HPD,BROOKLYN,HEAT/HOT WATER,40.71156603387868,-73.94479727775924
HPD,BROOKLYN,UNSANITARY CONDITION,40.69905517188019,-73.92089358548813
DPR,MANHATTAN,New Tree Request,40.79781044104941,-73.94855782800633
DPR,BROOKLYN,New Tree Request,40.638093349028956,-73.99608702662937
DCA,QUEENS,Consumer Complaint,40.74886346021629,-73.89270872944097
NYPD,QUEENS,Abandoned Vehicle,40.67917988916093,-73.8085137686629
DEP,QUEENS,Hazardous Materials,40.789812984413146,-73.79421612771634
DSNY,BROOKLYN,Dirty Conditions,40.621838200497095,-73.98850168580421
DHS,MANHATTAN,Homeless Person Assistance,40.77208592276775,-73.98218650432858
HPD,BROOKLYN,PLUMBING,40.653847944816754,-73.9550946924735
HPD,STATEN ISLAND,PAINT/PLASTER,40.632041182133044,-74.1329209969612
NYPD,STATEN ISLAND,Abandoned Vehicle,40.5315169184737,-74.1617194476885
NYPD,QUEENS,Illegal Parking,40.76316228458345,-73.77551985847549
DOT,BROOKLYN,Traffic Signal Condition,40.67393202067912,-73.99994592436408
DEP,MANHATTAN,Water System,40.728495211462935,-73.99860009827039
DEP,BROOKLYN,Water System,40.63508237709237,-74.00128625088759
DOT,BROOKLYN,Street Condition,40.57587682544182,-73.99150459003529
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.640100542082564,-73.95134939376246
DOHMH,MANHATTAN,Rodent,40.787166645870826,-73.97380815768129
NYPD,BROOKLYN,Noise - Commercial,40.678030398487785,-73.95762012074779
NYPD,QUEENS,Blocked Driveway,40.687533597490834,-73.86107293058014
DSNY,BRONX,Sanitation Condition,40.81270167060258,-73.86270824833208
DOB,BROOKLYN,Elevator,40.634986177411044,-74.00566021633836
DOHMH,QUEENS,Indoor Sewage,40.73345142487687,-73.74199803274485
NYPD,BROOKLYN,Animal-Abuse,40.65213936761837,-73.88301490958986
HPD,BRONX,DOOR/WINDOW,40.854146191813385,-73.85986098185941
HPD,BROOKLYN,ELECTRIC,40.63826015453521,-73.94241861120278
HPD,BROOKLYN,WATER LEAK,40.680328159408866,-73.91042411554751
HPD,MANHATTAN,APPLIANCE,40.81878248974902,-73.936745530685
DEP,QUEENS,Sewer,40.668834065405306,-73.78188614668042
DEP,STATEN ISLAND,Sewer,40.55862342223239,-74.12791651632945
NYPD,QUEENS,Abandoned Vehicle,40.6797117963904,-73.84865794469171
HPD,MANHATTAN,WATER LEAK,40.71325876420862,-73.99169268885966
DOT,BROOKLYN,Street Condition,40.66795062797412,-73.98900560669323
NYPD,BROOKLYN,Blocked Driveway,40.63579347076687,-74.02425527550541
NYPD,QUEENS,Blocked Driveway,40.69193810071235,-73.82793523235378
TLC,MANHATTAN,Taxi Complaint,40.75045572843846,-73.97373236182185
DEP,QUEENS,Sewer,40.681957430582564,-73.82208404678515
NYPD,BROOKLYN,Blocked Driveway,40.64210907416077,-73.96458653984173
DOT,QUEENS,Street Sign - Damaged,40.69532292452156,-73.82284895865997
DCA,MANHATTAN,Consumer Complaint,40.78028160288897,-73.98151992454659
NYPD,BROOKLYN,Noise - Residential,40.64059548930525,-74.01641276440856
DSNY,BROOKLYN,Missed Collection (All Materials),40.62138486076435,-74.01534539031853
DOB,QUEENS,General Construction/Plumbing,40.74922425698252,-73.74759606595914
HPD,BRONX,PLUMBING,40.88980951629385,-73.83216464164073
DPR,MANHATTAN,New Tree Request,40.796574456792825,-73.94667348377581
DOB,MANHATTAN,General Construction/Plumbing,40.71270961612963,-73.9893192593764
NYPD,STATEN ISLAND,Abandoned Vehicle,40.536201855742185,-74.2095431688418
NYPD,BROOKLYN,Blocked Driveway,40.64302268583268,-73.95552717576133
NYPD,QUEENS,Blocked Driveway,40.745942782339185,-73.94784360976311
HPD,BRONX,DOOR/WINDOW,40.84810770841058,-73.909059617562
DPR,QUEENS,Overgrown Tree/Branches,40.67129432829567,-73.8471629846733
DPR,BROOKLYN,Dead/Dying Tree,40.68478804735013,-73.8798928449111
DEP,QUEENS,Water System,40.71832509058106,-73.84241595631384
DEP,BROOKLYN,Water System,40.67713491118132,-73.99224157617115
DOT,QUEENS,Street Condition,40.73326795076364,-73.76128493070948
DCA,QUEENS,Consumer Complaint,40.776709966658146,-73.90000423098381
DPR,MANHATTAN,Maintenance or Facility,40.778632901279714,-73.96254609596876
NYPD,MANHATTAN,Illegal Parking,40.729970712269036,-73.98347141273716
DSNY,BRONX,Dirty Conditions,40.8909873479296,-73.83431367576817
DPR,QUEENS,Overgrown Tree/Branches,40.71161679519236,-73.87348521306023
HPD,BRONX,WATER LEAK,40.871915174845206,-73.87908479361818
HPD,QUEENS,PLUMBING,40.579709880032,-73.83410310215939
DPR,MANHATTAN,Damaged Tree,40.784214950871316,-73.95302793432828
DPR,QUEENS,Overgrown Tree/Branches,40.691445024907345,-73.79657153780467
DOB,BRONX,Elevator,40.81899500596402,-73.91696107739897
HPD,BRONX,SAFETY,40.8926241517609,-73.85991368812597
HPD,QUEENS,HEAT/HOT WATER,40.707774781434296,-73.75616427370845
HPD,BRONX,UNSANITARY CONDITION,40.839196174460284,-73.91705151039285
DOB,MANHATTAN,Elevator,40.767490464728105,-73.96644766762955
TLC,MANHATTAN,For Hire Vehicle Complaint,40.729970712269036,-73.98347141273716
NYPD,MANHATTAN,Illegal Parking,40.81725290151647,-73.94043566052292
DSNY,BROOKLYN,Dirty Conditions,40.62836304276869,-73.90258258925397
NYPD,BROOKLYN,Illegal Parking,40.64291510640588,-73.98562977391906
DEP,MANHATTAN,Sewer,40.76408905408641,-73.99592439770008
DEP,QUEENS,Noise,40.77061367975666,-73.91701057334605
DSNY,MANHATTAN,Dirty Conditions,40.81725290151647,-73.94043566052292
DEP,MANHATTAN,Water System,40.81726755137458,-73.94225650251605
NYPD,QUEENS,Abandoned Vehicle,40.78321725619208,-73.84296290349754
NYPD,BRONX,Noise - Residential,40.833005319736706,-73.89802606285322
NYPD,MANHATTAN,Illegal Parking,40.729970712269036,-73.98347141273716
NYPD,QUEENS,Abandoned Vehicle,40.750091982824046,-73.70933545753769
DCA,QUEENS,Consumer Complaint,40.75043233316746,-73.87780387626026
NYPD,MANHATTAN,Animal-Abuse,40.765675880669974,-73.97623531488374
DPR,BROOKLYN,Root/Sewer/Sidewalk Condition,40.602429614975975,-74.01288142661153
TLC,MANHATTAN,For Hire Vehicle Complaint,40.729970712269036,-73.98347141273716
DOB,BROOKLYN,Building/Use,40.698019897542856,-73.93309147657983
HPD,MANHATTAN,UNSANITARY CONDITION,40.775855538948505,-73.94904777182948
NYPD,QUEENS,Abandoned Vehicle,40.68031276739299,-73.85714006918343
NYPD,MANHATTAN,Illegal Parking,40.790262408907054,-73.94268800645919
HPD,BRONX,DOOR/WINDOW,40.85879850283249,-73.90585289686611
NYPD,QUEENS,Illegal Parking,40.73831991746233,-73.90743046117932
NYPD,QUEENS,Blocked Driveway,40.75800179074419,-73.92969596095678
DOHMH,BROOKLYN,Food Establishment,40.640100542082564,-73.95134939376246
DOT,STATEN ISLAND,Street Condition,40.587938990094244,-74.06908448580384
NYPD,QUEENS,Abandoned Vehicle,40.67983693023411,-73.85634430254864
NYPD,MANHATTAN,Illegal Parking,40.74078070209679,-74.00284362363729
DEP,BRONX,Water System,40.83708991272525,-73.81985501474531
DSNY,BRONX,Dirty Conditions,40.8909873479296,-73.83431367576817
DOHMH,BRONX,Mobile Food Vendor,40.85346152569654,-73.90767145348146
DCA,MANHATTAN,Consumer Complaint,40.756390803465315,-73.97820580787139
DOHMH,QUEENS,Rodent,40.75901640307489,-73.82013114367253
DSNY,QUEENS,Dirty Conditions,40.65965221768332,-73.83230399534195
TLC,MANHATTAN,For Hire Vehicle Complaint,40.74078070209679,-74.00284362363729
NYPD,BROOKLYN,Blocked Driveway,40.687313802448905,-73.91428372003658
DOT,BROOKLYN,Street Condition,40.670118838542315,-73.88415134239236
NYPD,MANHATTAN,Illegal Parking,40.783660393680854,-73.98165981512524
DOHMH,BROOKLYN,Food Establishment,40.63169105833121,-73.95265612099776
NYPD,BROOKLYN,Blocked Driveway,40.654981820829576,-73.89920279222264
DOHMH,BRONX,Food Establishment,40.827705042645505,-73.85006660034253
HPD,BRONX,PAINT/PLASTER,40.865959367699546,-73.86443494830709
DOHMH,QUEENS,Mosquitoes,40.73090599381811,-73.72725780673584
DOB,MANHATTAN,General Construction/Plumbing,40.718997893022646,-73.98965013981494
DOB,MANHATTAN,General Construction/Plumbing,40.78124779731893,-73.98181935716094
NYPD,BROOKLYN,Abandoned Vehicle,40.665102044547865,-73.92887471232912
DOT,BROOKLYN,Street Condition,40.67300434101785,-73.88488895934076
HPD,BRONX,PLUMBING,40.85879850283249,-73.90585289686611
NYPD,BROOKLYN,Blocked Driveway,40.67708763351242,-73.91178763405827
DOT,QUEENS,Street Condition,40.67748059049709,-73.82742093166125
DPR,STATEN ISLAND,Maintenance or Facility,40.625498024199146,-74.12265905231943
NYPD,MANHATTAN,Illegal Parking,40.81363869497512,-73.96110302741819
DSNY,QUEENS,Missed Collection (All Materials),40.720594168208756,-73.73205119403137
DOT,QUEENS,Street Condition,40.72681034380413,-73.7500333222029
NYPD,BROOKLYN,Illegal Parking,40.63650895017194,-73.9018428869267
DOT,QUEENS,Street Sign - Missing,40.78334596152208,-73.79707795306119
DOHMH,MANHATTAN,Food Poisoning,40.777792948084624,-73.95472225597867
TLC,BRONX,Taxi Complaint,40.826337194211504,-73.92096267872516
NYPD,MANHATTAN,Illegal Parking,40.765934552890094,-73.9797225042838
DOT,QUEENS,Street Condition,40.74539125427569,-73.88411067480476
DPR,BROOKLYN,New Tree Request,40.660749802311024,-73.94024380845885
DPR,QUEENS,Damaged Tree,40.736607268987605,-73.90092683121817
NYPD,BROOKLYN,Illegal Parking,40.6330674672229,-73.94920002534063
NYPD,MANHATTAN,Illegal Parking,40.72531119950971,-73.99513304843444
HPD,BROOKLYN,PLUMBING,40.63531137652771,-73.92644204112038
HPD,BROOKLYN,HEAT/HOT WATER,40.676276441882976,-73.90987436121809
NYPD,QUEENS,Blocked Driveway,40.757084187815344,-73.91611060547923
NYPD,BROOKLYN,Blocked Driveway,40.657149749425024,-73.9085162124168
DOT,QUEENS,Street Condition,40.7453419069134,-73.88416850319938
NYPD,MANHATTAN,Illegal Parking,40.71105466347435,-73.99093909007408
DEP,MANHATTAN,Sewer,40.77397791735184,-73.9485509651095
NYPD,QUEENS,Illegal Parking,40.75434787592374,-73.87925489024755
DOT,BROOKLYN,Sidewalk Condition,40.611526132029,-73.9897496405997
DOT,STATEN ISLAND,Street Condition,40.55356241880709,-74.15022864707872
DOHMH,MANHATTAN,Food Poisoning,40.72919186658545,-73.98904240719037
DEP,BRONX,Water System,40.822134272578424,-73.8466611816104
DEP,QUEENS,Water System,40.72634831728392,-73.9020352705778
DEP,QUEENS,Water System,40.57135923390777,-73.86021670434624
NYPD,BROOKLYN,Illegal Parking,40.69812159911152,-73.99545599849336
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.67467138601034,-73.94037914334119
NYPD,BROOKLYN,Illegal Parking,40.63563358535741,-73.9551790086652
DPR,BROOKLYN,New Tree Request,40.66076627098421,-73.94024379370623
NYPD,MANHATTAN,Illegal Parking,40.756855873071295,-73.98597336511824
HPD,BRONX,UNSANITARY CONDITION,40.850151828621655,-73.89530328775625
DOB,MANHATTAN,General Construction/Plumbing,40.752363577871144,-73.99978705207266
DOB,MANHATTAN,General Construction/Plumbing,40.77053925687078,-73.95641318485329
HPD,BROOKLYN,UNSANITARY CONDITION,40.68952672663349,-73.9115007361516
DOHMH,BROOKLYN,Food Establishment,40.63169105833121,-73.95265612099776
NYPD,BROOKLYN,Non-Emergency Police Matter,40.633484909408786,-73.99860569417959
TLC,MANHATTAN,For Hire Vehicle Complaint,40.756855873071295,-73.98597336511824
DOT,QUEENS,Sidewalk Condition,40.68243026568466,-73.76177338512896
DSNY,BROOKLYN,Missed Collection (All Materials),40.69445437342212,-73.9490342503334
DEP,QUEENS,Water System,40.57135923390777,-73.86021670434624
DPR,MANHATTAN,Damaged Tree,40.81105529133156,-73.95930552712605
DOT,BROOKLYN,Street Condition,40.574957630095305,-73.99978041827312
NYPD,BROOKLYN,Traffic,40.714156513051336,-73.95622640793641
DEP,BROOKLYN,Water Quality,40.672460322704524,-73.91596469823445
DEP,MANHATTAN,Water System,40.73022988767658,-73.9979722545043
DEP,BROOKLYN,Sewer,40.64082473213948,-73.96530066576003
